data_arquivamento,acessibilidade,impacto_ambiental,nome,democratizacao,justificativa,mecanismo,resumo,sinopse,especificacao_tecnica,data_inicio,objetivos,ficha_tecnica,etapa,data_aceite,id,estrategia_execucao,data_termino
"2010-07-03","Tais concertos serão realizados no Teatro Guaíra em Curitiba, sendo que este teatro tradicional da capital paranaense é equipado com toda infraestrutura de segurança e acessibilidade para portadores d","","Um Natal Solidário","Trata-se de espetáculos com enfoque cultural popular e didático visando atingir todas as classes sociais de forma expontânea. A produção e obras escolhidas para o repertório são ecléticas, de domínio","Tal evento justifica-se pelo fato de que nesta época do ano renovam-se as atitudes de auxilio e ajuda aos necessitados e enfermos, e infelizmente no Brasil não se tem como tradição a realização de con","Mecenato","Realização de 03 concertos de Natal com obras tradicionais de dominio público com a Eruditu Philharmonic Orchestra e Tessitura Plena Singers, visando angarear donativos para serem doados ao Hospital Erasto Gaetner em Curitiba.","","","2009-10-05","Realizar em Dezembro de 2009, em Curitiba 03 concertos de Natal com obras Classicas e Tradicionais de domínio público, visando divulgar este repertório pouco difundido como obras de concerto nesta épo","","1 PRODUÇÃO 1) Elaboração do projeto: 2) Coordenação do projeto: - Realizado por uma pessoa. 3) Captação de recursos do projeto: - Serviço de uma pessoa. 4) Editoração eletrônica e arranjos das parti",,68,"","2009-12-31"
"2010-05-30","O projeto “Festival Intercâmbio de Linguagens – Itinerância (I)” tem como um de seus pilares, a meta de promover a “Democratização Cultural”.   Declaramos que atuaremos de acordo e em obediência ao","","Festival Intercâmbio de Linguagens – Itinerância (I)","Destinar à entidades e ONGS, projetos sociais e instituições de ensino públicas cotas de ingressos gratuítos e a preços populares.   Plano de distribuição do produto cultural   Análise numérica:","O FIL - Festival Intercâmbio de Linguagens está em sua sétima edição, a itinerância do projeto proposta ao Ministério da Cultura neste ato, dá continuidade ao festival que deixa de ser pontual para te","Mecenato","Realizar a itinerância da edição atual do Festival Intercâmbio de Linguagens (FIL) por duas grandes cidades brasileiras. A circulação ocorrerá via apresentação de 40 espetáculos teatrais de comprovada excelência e diversidade.O FIL está em sua 7ºedição, a itinerância dá continuidade ao festival que deixa de ser pontual para ter ações mais duradoras/perenes.As cidades serão definidas de acordo com a captação - preferenciais: São Paulo e Brasília. Público geral estimado:30 mil pessoas.","","","2009-04-06","Objetivo Geral: Realizar a itinerância da edição atual do Festival Intercâmbio de Linguagens (FIL) por duas grandes cidades brasileiras. As cidades serão definidas de acordo com a captação de recurs","","1.        Elaboração do projeto - (Profissional gabaritado na elaboração de Projetos Culurais contratado para a providência) - segundo semestre de 2008 (etapa concluída); 2.        Captação de recu",,69,"","2009-12-31"
,"Mesmo o espetáculo sendo dinâmico, há uma grande preocupação de que qualquer cidadão possa acompanhar a peça. Para isso, para cada tipo de deficiência, contamos com alternativas de integração e o comp","","Romeu e Julieta - Musical Brasileiro","ContrapartidasO projeto visa atingir o público em geral, visto que “Romeu e Julieta” é a maior história de amor de todos os tempos. Portanto o público que verá este espetáculo pode ser tanto de estuda","Visto a decadência da instituição familiar no mundo (e casos recentes de tragédias no Brasil inclusive), é cada vez mais necessária esta obra de William Shakespeare, um dos maiores dramaturgos da hist","Mecenato","Montagem e apresentações do espetáculo musical Romeu e Julieta, de William Shakespeare, com músicas originais e outras grandes sucessos da MPB, de uma forma itinerante e atual, durante 3 meses, com 3 apresentações por semana, a noite, no espaço cultural Casa das Rosas, na Avenida Paulista, (ou similar), envolvendo uma equipe de criação de mais de 30 pessoas, totalizando 42 apresentações e público de 4.200 pessoas.","","","2010-03-06","Objetivo Geral- Montagem e apresentações do espetáculo musical Romeu e Julieta, de William Shakespeare, com músicas originais e outras grandes sucessos da MPB, de uma forma itinerante e atual, adaptad","","PRÉ PRODUÇÃO/PREPARAÇÃO (4 semanas)- captação de recursos e produtor geral ou proponente- adaptação do texto- contratação de diretor de produção e diretor pelo produtor executivo- contratação de equip",,70,"","2009-09-06"
"2010-06-08","O Parque Mariano Procópio conta com infraestrutura que privilegia a acessibilidade a deficientes físicos uma vez que as instalações possuem rampa de acesso e banheiro destinado a deficientes.","","Parque Musical","O Parque Mariano Procópio recebe, aproximadamente, 35 mil visitantes por mês, com pessoas de idades, classes sociais e interesses variados. Dessa forma, o espaço já significa, naturalmente, um importa","Fundada em 1995, a Associação Cultural de Apoio ao Museu Mariano Procópio – ACAMMP é uma sociedade civil, sem fins lucrativos, destinada a promover o aprimoramento e o desenvolvimento do Museu e Parqu","Mecenato","O projeto %u201CParque Musical%u201D consiste em apresentações de grupos da cidade que seguem diferenciadas vertentes musicais para os visitantes do Parque Mariano Procópio e público em geral.O Parque pode se tornar, ainda, referência importante de cultura, por oferecer espaço para novas revelações musicais e pela formação de público para manifestações artísticas, características que propiciam ao sucesso do projeto.","","","2009-04-30","OBJETIVO GERAL A iniciativa promove a cultura e auxilia a classe artística da região por meio de eventos que incentivem a formação de público voltado para diversos tipos de segmentos musicais. Oferece","","Período Ações do projeto Parque Musical   Abril de 2009 ·      Elaboração de edital do projeto Parque Musical e do regulamento de participação para os grupos. ·      Elaboração dos textos",,71,"","2010-02-28"
"2010-05-26","O evento será realizado em locais públicos onde será construída uma cidade cenográfica de New Orleans, observando as regras de acesso aos portadores de necessidades especiais, como a construção de ram","","New Orleans Festival","O evento será realizado em locais públicos sem a cobrança de ingressos, permitindo livre acesso a todas as pessoas que tenham interesse em prestigiar o festival.","Mais do que os pontos citados na apresentação e objetivos deste projeto, o NOF pretende identificar os paises e cidades com o que de melhor estes possuem. Tiradentes conflui em muitos pontos com New O","Mecenato","O projeto se propõe a realizar um Festival de Jazz, com a montagem cenográfica de uma cidade de New Orleans, onde as pessoas poderão conhecer um pouco da cultura musical, arquitetônica e gastronômica dessa região, bem como um intercâmbio entre os diferentes estilos de tocar jazz através da contratação de bandas internacionais que se apresentarão no evento. O festival terá a duração de 4 dias, no mês de setembro/2009, na cidade de Tiradentes/MG.","","","2009-06-25","Por volta de 1900, New Orleans era um caldeirão de raças, povos e crenças. Nas salas e nas ruas o que se ouvia era uma profusão de gêneros musicais: ópera francesa, folk songs, as danças espanholas, m","","Etapa 1: Junho à Julho   1.  Captação de Recursos; 2.  Reserva dos espaços e pagamento da taxa de reserva; 3.   Contratação das bandas – (a confirmação das bandas será feita após captação de recursos",,72,"","2009-12-31"
,"Durante a Feira de Cultura Popular – Pernambuco apresentando seus valores será garantido o acesso de portadores de necessidades especiais através da disponibilização de lugares reservados nas palestra","","Feira de Cultura Popular - Pernambuco apresentando seus valores","O evento será gratuito e ainda será realizado contato com as escolas do Estado para facilitar a participação de alunos da rede pública e estadual e poder atingir um número maior de participantes.","O projeto Feira de Cultura Popular – Pernambuco apresentando seus valores nasceu da paixão pela cultura brasileira e, especialmente, pela cultura popular Nordestina. A idéia é preservar a cultura e pr","Mecenato","Valorizar a preservação da literatura de cordel, como patrimônio material que transmite, através de histórias e gravuras, a simbologia e tradição do imaginário popular da cultura literária pernambucana. O evento será um encontro para discussões, ensino, aprendizagem e entretenimento sobre fortes expressões da cultura do Estado, através de oficinas, workshops, apresentações culturais, mesas-redondas, palestras, exposições e espaço para poesia.","","","2009-05-29","Realizar a Feira de Cultura Popular – Pernambuco apresentando seus valores, com o intuito de valorizar a preservação da literatura de cordel, como uma das principais representações de patrimônio mater","","- Definir equipe de produção; - Determinar as tarefas de cada profissional; - Preparar projeto comercial; - Definir equipe de comercialização; - Procurar parceiros; - Definir estratégia de captação de",,73,"","2009-10-02"
,"O conteúdo do livro será disponibilizado em formato digital .txt e áudio, incluindo audiodescrição de imagens e fotografias destinado aos portadores de deficiencia visual, além dos não alfabetizados","","Infra-estrutura, o princípio de uma nova era","Além da tiragem destinada ao MinC, a qual é distribuida para as bibliotecas cadastradas, o livro será distribuido gratuitamente para as bibliotecas publicas estaduais e federais das 50 maiores cidades","Há pouco acesso a obras de caráter formador e informador de conhecimento, cultura e memória, que estimulem e tratem de forma criativa a evolução das regiões brasileiras, em especial, que enfoquem o","Mecenato","O projeto “Infra-estrutura, o princípio de uma nova era, pretende editar um livro que lançará um olhar sobre a historia de cidades e comunidades localizadas em diversas regiões brasileiras, e o florescimento da vida cultural, social e econômica que experimentaram a partir do progresso trazido pela implantação de importantes obras de infra-estrutura.","","","2009-04-06","Por meio de registros fotográficos que captam e retratam a memória do tempo e de textos de apoio que contextualizam e traduzem a riqueza das imagens, a obra“Infra-estrutura, o princípio de uma nova","","Ø  Pesquisa – em até 30 dias após a data de aprovação do Projeto Será realizada uma extensa pesquisa histórica nas regiões contempladas pelo projeto, disponibilizando ao editor do livro um completo p",,74,"","2009-09-06"
,"Os portadores de necessidades especiais não terão dificuldades de participar do projeto, já que o mesmo será realizado no Largo da Prefeitura Municipal. Todas as calçadas possuem rampas de acesso adeq","","II Feira do Livro/Mostra de Taletos e Feira de Artesanato","Democratizar o acesso pressupõe o atendimento, principalmente, às crianças, jovens, professores e comunidade em geral, no que diz respeito ao incentivo pelo gosto da leitura e a formação de cidadãos c","Nova Prata, no Rio Grande do Sul, situa-se numa das mais belas regiões do Estado e conta com 22 mil habitantes. Cidade de hábitos pacatos, ainda matém ares provincianos, procurando resguardar sua hist","Mecenato","Durante o mês de novembro (de 10 a 15) será realizada a II Feira do Livro/Mostra de Talentos e Feira de Artesanato, no Largo da Prefeitura Municipal, estimando um público de 10 mil pessoas. Nos meses que antecedem o evento serão trabalhadas nas escolas, obras literárias dos autores/escritores que estarão participando da Feira. No evento terá apresentação de Mostra de Talentos juntamente com a Feira de Artesanato, shows, exposições, palestras e outras atividades pertinentes.","","","2009-08-03","Objetivo Geral: - Promover o fomento do consumo de literatura em Nova Prata e região, oportunizando à comunidade o acesso a diferentes manifestações literárias, artísticas e culturais. Objetivos espec","","- 1ª Etapa: Aquisição e distribuição de obras literárias para o acesso e mauseio dos alunos das escolas do município. Seleção/Contratação dos autores/escritores. (Abril/Maio) - 2ª Etapa: (Junho/Julho",,75,"","2009-11-16"
,"Os locais escolhidos para a realização do projeto deverão estar obrigatoriamente adequado às normais de acessibilidade a portadores de necessidades especiais, podendo os mesmos, inclusive, usufruir","","3º FESTIVAL POPULAR DE CINEMA DE ITAPEVA","Como de costume, todos as atividades do festival e sessões, oficinas e debates serão oferecidos GRATUITAMENTE à população. A MOSTRA ITINERANTE levará, a bairros periféricos, rurais e carentes da cidad","A cidade de Itapeva, a 230 km da cidade de São Paulo, com 90 mil habitantes, foi escolhida por se tratar de uma região carente de experiências cinematográficas e artísticas.   Além de oferecer lazer","Mecenato","Realização do 3º FESTIVAL POP DE CINEMA, dando, assim, continuidade a um evento que já faz parte da agenda cultural da cidade de Itapeva/SP. Desde 2007, o festival propõe uma breve amostra das melhores produções cinematográficas recentes do país que estabeleçam um diálogo direto com o público, aproximando-o do cinema e formando novas platéias. Todas as sessões e as atividades desenvolvidas no festival, como oficinas e palestras, serão gratuitas.","","","2009-04-07","Realização do 3º FESTIVAL POP DE CINEMA, dando, assim, continuidade a um evento que já faz parte da agenda cultural da cidade de Itapeva/SP. Desde 2007, o festival propõe uma breve amostra das melhore","","CRONOGRAMA   1ª ETAPA.   1.1  – Seleção da equipe de produção.   1.2  – Desenvolvimento da arte do material gráfico e das peças publicitárias.   1.3  – Desenvolvimento do site.   1.4  – Contratação d",,76,"","2009-06-30"
,"Acessibilidade   Desde 2000 realizamos projetos culturais e SEMPRE agimos em parceria com a Ong Ligados Ao Futuro, que determina em seu estatuto que foi fundada com a meta diminuir a exclusão social t","","TITUS","O tema cultura sempre é muito citado em encontros sobre a DEMOCRATIZAÇÃO DO ACESSO À ESPETÁCULOS, um grande desafio pois a falta de condições para o acesso aos bens culturais por conta de seus altos c","Aconteceu numa cidade muito longe daqui. Que tem problemas que parecem os problemas daqui, que tem favelas que parecem as favelas daqui...   Titus Andronicus, de William Shakespeare, sempre criou","Mecenato","Produzir e estrear no Rio de Janeiro a peçaTitus Andronicus de Willian Shakespeare. Pretendemos cumprir temporada de, no mínimo, 2 meses em horário nobre de quinta a domingo em um dos teatros da Zona Sul da Cidade do Rio de Janeiro. Objetivos Culturais . Tornar acessível ao público os pensamentos sobre arte, vida e religião do maior dramaturgo da história do teatro. . Trazer ao conhecimento do público uma das obras menos encenadas no Brasil.","","","2009-04-10","Produzir e estrear no Rio de Janeiro a peçaTitus Andronicus de Willian Shakespeare.   Pretendemos cumprir temporada de, no mínimo, 2 meses em horário nobre de quinta a domingo em um dos teatros da Z","","ESTRATEGIA DE AÇÃO GERAL   MÊS 1 Pré-Produção Estratégia da Produção Contratação dos profissionais para participação no processo de ensaio: teóricos e diretores que participarão das leituras durante",,77,"","2009-09-10"
"2010-05-27","Escolha de teatro com condições de atender a portadores de necessidades especiais.","","Quem Bem Ama Bem Castiga","Venda de ingressos a preços populares ou se possível com entrada franca.","No final da década de 50, Dalva de Oliveira e Herivelto Martins entram em processo de separação, o que rende uma série de sucessos na música popular brasileira. Essa notória e conturbada separação lev","Mecenato","Montagem de espetáculo teatral musical Inspirada na separação de Dalva de Oliveira e Herivelto Martins. O espetáculo apresenta o duelo musical de Oscar e Maria, Que se conhecem em roda de samba e vivem em pé-de-guerra. Dessa forma, os atores seguem um roteiro musical específico de modo que as músicas vão configurando as situações vividas por eles e servindo de resposta uma para a outra. A dramaturgia é feita através de músicas e não através de um texto falado, numa proposta nova de encenação.","","","2009-06-01","Este espetáculo tem como um de seus principais objetivos trazer uma proposta nova de encenação tanto no que diz respeito à forma de conduzir a dramaturgia quanto à forma de integrar atores e músicos.P","","Pré-Produção (quatro semanas) Pagamento de direitos autoraisContratação de pessoal administrativo.Contratação de pessoal artístico-técnico que participará da pré-produçãoContratação Elenco Ensaios ato",,78,"","2009-10-31"
"2010-06-09","Para garantir a acessibilidade de idosos e de pessoas com necessidades especiais, o Museu Afro Brasil tem entrada gratuita, rampas de acesso do piso térreo ao piso superior, cadeiras de rodas mecânica","","Exposição Temporária Desing, adorno e tecnologia no tempo da escravidão","O Museu Afro Brasil tem entrada gratuita e recebe uma média de 18.000 pessoas por mês, homens, mulheres, jovens e crianças. O público visitante é constituído de todas as faixas etárias e classes socia","O Museu Afro Brasil foi criado em 2004 com o propósito de preservar, revelar e divulgar a cultura Afro-brasileira. Para tanto, três vertentes foram criadas para melhor explicar esses aspectos da vida","Mecenato","Realiizar no Museu Afro Brasil, em São Paulo/SP, entre abril e dezembro de 2009, exposição temporária com aproximadamente 300 peças; atividades educativas, seminário, edição de catálogo, folder, cartazes e convites sobre o desing, adorno e a tecnologia no tempo da escravidão, dirigidas ao público em geral. A entrada ao Museu e as atividades são gratuitas.","","","2009-04-29","Objetivo Geral Apresentar as contribuições dos povos africanos para o conhecimento científico e tecnológico no Brasil: a produção de instrumentos de trabalho, mineração, metalurgia, técnicas de constr","","Detalhamento das ações necessárias Para a realização do presente projeto, o Museu Afro Brasil contará com recursos de gestão, especialistas (educação, pesquisa, museologia, curadoria), administrativos",,79,"","2009-12-20"
"2010-05-27","O teatro Sesc Ginástico (RJ) dispõe de rampas que facilitam a acessibilidade de pessoas com necessidades especiais, bem como elevadores e espaços especiais para cadeirantes.","","CARPENTERS - O CIRCO DO AMOR","O espetáculo prevê a assistência das classes A, B e C de nossa sociedade. Cerca de 7.200 pessoas de público alvo, somado as apresentações gratuitas com base na proposta de apresentações em ONGs e asil","HOMENAGEAR UMA DAS MAIS FORTES EXPRESSOES DA MUSICA MUNDIAL: THE CARPENTERS.   ABORDAR TEMAS LUDICOS APRESENTADOS NUM PICADEIRO ONDE TUDO É POSSIVEL ATRAVES DO AMOR E DO PODER DA MUSICA COMO LINGUAGEM","Mecenato","UM VERDADEIRO ESPETÁCULO MUSICAL COM PROFISSIONAIS DO MAIS ALTO GABARITO QUE EMOCIONARÁ A TODOS PELO LIRISMO E BELEZA. UMA HOMENAGEM AO CIRCO E SEUS PERSONAGENS LÚDICOS TENDO COMO PONTO PRINCIPAL A MÚSICA DO GRUPO NORTE AMERICANO THE CARPENTERS, SUCESSO MUNDIAL DOS ANOS 70/80.","","","2009-04-10","PRETENDO REALIZAR, O PROJETO MUSICAL: “ CARPENTERS – O CIRCO DO AMOR”, NA CIDADE DO RIO DE JANEIRO EM 2009, NO TEATRO SESC GINÁSTICO (Rio de Janeiro).   O OBJETIVO NA REALIZAÇAO DESSE PROJETO É DAR CO","","1-   Preparação do texto; 2-   Projeto e inscrição da Lei Rouanet; 3-   Pré-produção e captação de recursos; 4-   Ensaios; 5-   Execução da Produção e montagem; 6-   Divulgação e Assessoria de impress",,80,"","2009-09-28"
"2010-05-26","Tomar a precaução de locar um teatro que tenha condições de receber pessoas portadoras de necessidades especiais.","","Ciranda de Mulheres","Ofereceremos 400 convites durante a temporada para comunidades carentes. Essas comunidades serão definidas durante a realização do projeto. Realização de leituras e debates com os integrantes do proje","A platéia será convidada a passar alguns preciosos momentos em contato com as “avós” que todos nós trazemos em nosso interior, através de histórias que serão contadas por essas mulheres (arquétipos da","Mecenato","Inspirado nos textos de Clarissa Pinkola Estes, intelectual e psicanalista, será feito um espetáculo que propicia o encontro de mulheres com sua parte mais antiga e sábia, assim como uma troca de segredos entre sensibilidades femininas, a fim de proporcionar a todos os espectadores uma reflexão sobre a arte de envelhecer com doçura e alegria.","","","2009-06-08","A peça se propõe a criar um lugar de encontro real. Uma mesa com comida farta e bebidas quentes, um espaço de aconchego, um pequeno casulo onde mulheres possam se sentir acolhidas em suas inquietações","","1 - Reuniões entre elenco, diretor, cenografo e figurinista para realização de leitura e definir o conceito que será adotado no espetáculo; 2 - Leituras entre diretor e elenco para estudo do texto; 3",,81,"","2009-12-15"
,"A sede do Botafogo, na Zona Sul da cidade do Rio de Janeiro, está localizada numa região privilegiada, ponto de passagem de milhares de pessoas por dia. Pelo local circulam diariamente funcionários da","","Grandes Craques Imortais","As estátuas ficarão em lugar público e de acesso livre a todas as pessoas","História -  A escultura grega nasceu da intenção de se homenagear os heróis do esporte. Desde o período arcaico, que vai do século VIII ao sec VI antes de Cristo,  os atletas  que venciam jogos olímpi","Mecenato","Construir e instalar 10 estátuas de 10 personagens fundamentais da história do Botafogo Futebol e Regatas, do Brasil e do Mundo. As estátuas ficarão em frente a sede do Vlube do Botafogo e no estádio Joao Havelange, o Engenhão, no Engenho de Dentro.","","","2009-04-06","O projeto pretende, através da construção de 10 estátuas, imortalizar a memória de 10 personagens fundamentais na história do Botafogo de Futebol e Regatas, na história do futebol brasileiro e na hist","","Serão 6 ações básicas com suas subdivisões:1-    Busca de fotos e material biográfico dos ídolos que serão homenageados2-    Elaboração de maquetes que servirão de modelo para as esculturas grandes3-",,82,"","2009-11-30"
"2010-05-27","A prefeitura Municipal estará divulgando o início das atividades do projeto e com o auxílio de uma psicóloga avaliando o acesso de ulguns portadores de necessidades especiais, hoje o projeto c","","Primeiro Som II","Esta segunda versão do projeto Primeiro Som II, conta com uma clientela que vem da atividade anterior ou seja continuará aprendendo a tocar Violino. Lembrando que estes participantes são oriu","A música instrumental e em especial o Violino tem provocado em crianças e adolescentes transformações significativas, e constatamos este fato na Associação barralcool com o projeto Primeiro So","Mecenato","Escola de Violino para atender 40 crianças e adolescentes na cidade de Barra do Bugres dos bairros considerados de vulnerabilidade ou carencia e também estando regularmente matriculados em escolas públicas. As aulas aconteceram 03 vez na semana para cada participante, os mesmos receberam lanches, assistência médica e psicológica sempre que necessário.","","","2009-06-01","Dar continuidade as atividades das aulas de Violino para que crianças e adolescentes continuem aprendendo a arte de tocar este instrumento que passou a ser mágico em nossa cidade.  Este projeto funcio","","1º - Aquisição dos Violinos, mas, como este projeto é uma segunda versão poderemos dar início as atividades já com os instrumentos que temos. 2º - Aulas - contratação de violinista para continuar com",,83,"","2010-05-28"
"2010-06-08","As oficinas serão realizadas sempre, no andar térreo das edificações do Centro Cultural que contam com portas de largura dupla para seu acesso e rampas nos locais necessários, temos pessoal preparado","","Centro Cultural Pandavas - Oficinas de Artes Plasticas","As oficinas serão gratuitas e abertas aos jovens de ambos os sexos de 7 a 18 anos sem distinção de nível de escolaridade ou situação socioeconômica. A biblioteca,videoteca e sala de acesso a internet","O escritor Monteiro Lobato viveu e criou seus principais personagens no Sítio do Pica Pau Amarelo, localizado no então município de Buquira que foi emancipado e recebeu o nome da sua maior personalida","Mecenato","Obtenção e manutenção de equipamentos, remunerar oficineiros e monitores para o funcionamento do Centro Cultural Pandavas - Oficinas de Artes Plasticas localizado no Bairro dos Souzas, Município de Monteiro Lobato,SP., nos meses de abril a dezembro de 2009. O Centro Cultural Pandavas atenderá diretamente a mais de 75 jovens aprendizes por ano em suas 5 oficinas, além das centenas de usuários para a biblioteca, videoteca, exibições de cinema e visitantes do museu de História Natural.","","","2009-04-06","Objetivo Geral   Realização e manutenção das oficinas  com o intuito de capacitar mais de 75 jovens aprendizes e atender centenas de usuários na biblioteca, videoteca e visitantes do museu de História","","– O Instituto Pandavas, herdeiro legal da Casa dos Pandavas, unidade da Associação Palas Athena do Brasil no Município de Monteiro Lobato, vem atuando desde 1978 neste local.    Nesta transição, man",,84,"","2009-12-31"
,"Declaro que nos locais onde acontecerão os espetáculos, serão locais que estarão dotados de medidas de acessibilidade para deficientes físicos como: rampa, banheiro e corrimão.","","BALADA DE UM PALHAÇO","Liberar gratuitamente uma cota de 10% convites para alunos de artes de Ongs que desenvolvam trabalho de inclusão através da arte.Ex. Meninos Seres de Luz na Comunidade do Pavãozinho,  Distribuir conv","Pela discussão que poderá provocar nos seres humanos de qualquer profissão, aqui representada por dois artistas.   Após “Madame Blavatsky” e “Balada de Um Palhaço”, a dramaturgia de Plínio Marcos co","Mecenato","Montagem do espetáculo BALADA DE UM PALHAÇO de Plinio Marcos, falecido há dez anos.Texto inedito na cidade do Rio de Janeiro com Direção de Rogerio Blat e protagonizado pela consagrada atriz Elizangela.Dois meses de temporada no Teatro do Leblon/Sala Tonia Carreiro.Temporada prevista para os meses de agosto e setembro de 2009 as sextas sábados e domingos.","","","2009-06-01","- Homenagear “Plínio Marcos”, grande autor da dramaturgia nacional que em 2009, completa 10 anos de falecimento.   -  Encenar  “BALADA DE UM PALHAÇO” , texto inédito na cidade do Rio de Janeiro, ten","","Pré-produção:01 a 30/06/2009   Após a Captação dos recursos:   Confirmação de pauta do teatro Assinatura dos contratos da equipe técnica Reuniões com equipe artística e técnica Cronograma de en",,85,"","2009-10-31"
"2010-05-27","As oficinas serão realizadas sempre, no andar térreo das edificações do Centro Cultural que contam com portas de largura dupla para seu acesso e rampas nos locais necessários, temos pessoal preparado","","Centro Cultural Pandavas - Oficinas de Dança","As oficinas serão gratuitas e abertas aos jovens de ambos os sexos de 7 a 18 anos sem distinção de nível de escolaridade ou situação socioeconômica.Serão realizadas no Bairro do Souzas, zona rural de","O escritor Monteiro Lobato viveu e criou seus principais personagens no Sítio do Pica Pau Amarelo, localizado no então município de Buquira que foi emancipado e recebeu o nome da sua maior personali","Mecenato","Obtenção e manutenção de equipamentos, remunerar oficineiros e monitores para o funcionamento do Centro Cultural Pandavas - Oficinas de Dança, localizado no Bairro dos Souzas, Município de Monteiro Lobato,SP., nos meses de abril a dezembro de 2009. O Centro Cultural Pandavas atenderá diretamente a mais de 45 jovens aprendizes por ano, além das centenas de usuários para a biblioteca, videoteca , exibições de cinemal e acesso a internet.","","","2009-04-30","Objetivo Geral   Realização e manutenção das oficinas de dança com o intuito de capacitar mais de 45 jovens aprendizes e atender centenas de usuários na biblioteca, videoteca e visitantes do museu de","","– O Instituto Pandavas, herdeiro legal da Casa dos Pandavas, unidade da Associação Palas Athena do Brasil no Município de Monteiro Lobato, vem atuando desde 1978 neste local.   Nesta transição, mantev",,86,"","2009-12-31"
,"Aos portadores de necessidades especiais reservaremos 10% das vagas desde que cumpram com os pré requisitos estabelecidos pelo edital de seleção. Idade a partir de 16 anos; Sexo masculino e feminino","","AUDIOVISUAL EM CENA","Dentro da perspectica de contribuição para as políticas de democratização do acesso à Cultura de um maior contigente de brasileiro, estaremos oferecendo  aos jovens público alvo deste projeto, a possi","A realização do projeto AUDIOVISUAL EM CENA apresenta-se como uma alternativa para a ocupação de jovens moradores de zonas de risco, sen oferta de trabalho, cultura e lazer, que costumam elevara as es","Mecenato","A nossa proposta refere-se a um projeto de Oficinas de audiovisual que visa a qualificação profissional nas áreas de ROTEIRO, PRODUÇÃO, INTERPRETAÇÃO CÊNICA PARA TV, OPERADOR DE CÃMERA e EDIÇÃO, sem nenhumn ônus para o participantes. Cmposto de duas fases - módulo básico e módulo avançado - com duração de três meses cada uma, o projeto atenderá 400 jovens moradores do centro do Rio e de três comunidades desfavorecidas socialmente, do município do Rio de adjacências.","","","2009-08-03","OBJETIVO: O principal objetivo do projeto é levar aos participantes as informações necessárias para capacitá-los adequadamente no exercício das atividades profissionais, nos diversos segmentos do aud","","O projeto será dividido em dois módulos: MODULO BÁSICO E MÓDULO AVANÇADO, com atendimento na primeira fase (teórica) do módulo básico, 400 vagas.  Dentre estes serão selecionados 200 jovens com melhor",,87,"","2010-05-12"
"2010-05-26","As oficinas serão realizadas sempre, no andar térreo das edificações do Centro Cultural que contam com portas de largura dupla para seu acesso e rampas nos locais necessários, temos pessoal preparado","","Centro Cultural Pandavas - Oficina de Teatro","As oficinas serão gratuitas e abertas aos jovens de ambos os sexos de 7 a 18 anos sem distinção de nível de escolaridade ou situação socioeconômica. A biblioteca,videoteca e sala de acesso a internet","O escritor Monteiro Lobato viveu e criou seus principais personagens no Sítio do Pica Pau Amarelo, localizado no então município de Buquira que foi emancipado e recebeu o nome da sua maior personalida","Mecenato","Obtenção e manutenção de equipamentos, remunerar oficineiro e monitor para o funcionamento do Centro Cultural Pandavas - Oficina de Teatro, localizado no Bairro dos Souzas, Município de Monteiro Lobato,SP., nos meses de abril a dezembro de 2009,esta oficina atenderá diretamente a mais de 20 jovens aprendizes por ano além das centenas de usuários para a biblioteca, videoteca , exibições de cinema e sala de acesso a internet.","","","2009-04-13","Objetivo Geral   Realização e manutenção da oficina  com o intuito de capacitar mais de 20 jovens aprendizes e atender centenas de usuários na biblioteca, videoteca e visitantes do museu de História N","","– O Instituto Pandavas, herdeiro legal da Casa dos Pandavas, unidade da Associação Palas Athena do Brasil no Município de Monteiro Lobato, vem atuando desde 1978 neste local. Nesta transição, manteve",,88,"","2009-12-31"
,"A acessibilidade se dará através da escolha dos locais (Parque Lage) onde ocorrerão a exposição e o evento de premiação, os quais já estão adaptados para visitação de portadores de diferentes necessid","","Prêmio de Artes Visuais Paulo Geyer","O evento será democratizado tendo em vista que todas as etapas são gratuitas. Qualquer cidadão poderá realizar sua inscrição sem ônus. Os vinte selecionados viajarão para o Rio de Janeiro e terão toda","O presente projeto se justifica por:   ·         Propiciar a qualquer interessado de todas regiões do Brasil, a oportunidade de participação em um grande concurso de artes visuais; ·         Democrat","Mecenato","Será realizado um prêmio de artes visuais com o nome do colecionador Paulo Geyer. Qualquer interessado poderá realizar a inscrição através da internet. As obras serão avaliadas por banca composta por 5 críticos/curadores de arte que selecionará 20 artistas. Os selecionados participarão de exposição no RJ, gratuita e aberta ao público. O público poderá votar em um dos artistas e o grande vencedor receberá um troféu e uma bolsa de estudos de artes no Parque Lage durante o período de 12 meses.","","","2009-05-01","O presente projeto tem como objetivo a realização de um concurso de artes, com participação nacional, bem como a realização de uma exposição com os 20 artistas selecionados, no Parque Lage, Rio de Ja","","1.     Concurso: inscrições gratuitas realizadas através do portal digital do prêmio. ·         Estimativa do número de inscritos: 500   2.     Pré-seleção: 20 artistas selecionados pela banca julgado",,89,"","2009-10-31"
